idx,Score,Text
3273,Negative,Dahshat
3274,Negative,Dahshatillooooo
3275,Negative,Dambasidagi oqip ketgan suvlar orolni ulishi edi
3276,Negative,Dambasidagi oqip ketgan suvlar orolni ulishi edi
3277,Negative,dan 100.000
3278,Negative,dan 100.000
3279,Negative,Daraxtgs oxshab turdiyu
3280,Neutral,Daromad ... 
3281,Negative,Dautra qancha ekan qizlar uyga opketsachi
3282,Neutral,davom eting
3283,Neutral,Davomi borm
3284,Neutral,Davomi bormi
3285,Positive,davomi buganda zur bulardi
3286,Positive,Davomi qachon xoziroq davom etirsin
3287,Positive,Davomini ham kutib qolaman bizni yurtgaham sher yuraklar kerak
3288,Neutral,Davomini qoʻying
3289,Neutral,Davomli qilisn
3290,Neutral,Davomli qilisn
3291,Negative,Davron akani miyyasi 200.000$ 2 oydani eshitib zagruska qilib qoldi . ( hazil)
3292,Neutral,Davronaka Masala nimada 
3293,Negative,Daxshat
3294,Negative,Daxshat
3295,Positive,Daxshat mazza qildim.
3296,Positive,Daxshat video chiqibdi. Qoyilman 
3297,Positive,Daxshat video chiqibdi. Qoyilman 
3298,Positive,Daxshateee... kamida 10 mingli ma'lumot osa bo'ladigan podcast bo'pti. gapimga qo'shiladiganlar bitta layk 
3299,Negative,Dayuslarga janot harom qilingan u dodir hotinini koʻtiga ishtonam kiydirmaptiyu hamma qizidida
3300,Negative,Ddrjkmnccc
3301,Negative,Dekfxnnbdj
3302,Negative,Demak oying oʻshanaqa
3303,Negative,Demak soldirib yurgan ekande bu
3304,Negative,Demak soldirib yurgan ekande bu
3305,Neutral,Demak yana 50 yillar boroov uz.kino koʻrishga   30 yildan beri koʻrmayman...
3306,Negative,Dgxjc
3307,Negative,Did I see Austrian painter 
3308,Negative,Did I see Austrian painter 
3309,Negative,Digʻir dingʻirdan boshqa yoʻmidi
3310,Positive,Din - odob axlowdir. Ilmli lekin odobsiz mulladan panoh sóraylik.
3311,Positive,Din+radikal Bu nimasi san ateist najaslardanmisan ?
3312,Positive,Dinimiz dushmanlari har doim musulmonlarga qarshi hiylalar qilishgan fisqu fasodchilik qilishgan hozzirgacha doim shunday bugan alloh ularni jazosini bersin
3313,Positive,Dinimizni himoya qilganlardan ALLOH ROZO bólsin
3314,Positive,Diniy mavzuda video qilmalaring OLLOHNING lanatiga qob ketmalarin bitta hato qilib qo‘yib bu do‘stona maslahat man ko‘rvomman ko‘plab ma'lumotlaring hato mandan hafa bo‘lamalaring
3315,Negative,Diniy radikalizm? Qaysi kalla bilan bunaqa deyapsizlar?
3316,Negative,Diqqat ishga taklif qilamiz.
3317,Negative,Diyishadi diyishadi
3318,Positive,Doim kuzataman ishizga rivoj ilmizga ilm qoʻshilsin.farzandlarim sizga oʻxshashini orzu qilaman havas qilaman
3319,Positive,Doim shunday oddiy kibrsiz bb qoling
3320,Positive,Doim yangiliklr kutamiz
3321,Negative,Dolbaebizm I ublyudstvo !
3322,Positive,Don Carleone va Tom Shelby haqida ham video chiqaringlar
3323,Neutral,Donatni bang'llatvorila.
3324,Neutral,Donatni bang'llatvorila.
3325,Negative,Doppini yechvoribsizku Farrruhjon.. Bosh kiyim yarashib Mominlik hislatiz borligini bildirib turardi
3326,Neutral,Doston Ahmad Farhod Óg'li ответил
3327,Neutral,Dovami yokmu
3328,Neutral,Dovomi bormi
3329,Negative,Dozahiylani joyikan  shaytonam buladan hazar qisa kere 
3330,Negative,doʻzoxga borish ancha qimmat ekan
3331,Negative,Dua Lipa bilan Olivia Rodrigoni rasmini qoyib qoyibdi
3332,Negative,Dua Lipa foxishaligini endi bilishim
3333,Negative,DUA LIPA NIMAGA
3334,Negative,dua lipaga balo bormi
3335,Negative,dubl fifth dlff
3336,Negative,Dunyodagi eng zoʻr kaif bu muzdek Flash ichish
3337,Negative,Dunyoga nega keganiniyam bilmidi bula faqat pul kayf safo
3338,Positive,Duo bilan ish bitmaydi. Uni qilish kerak. Yoki odamlarning koʻzi oxir zamon kelganda ochiladimi.Oxir zamon keladi . Quyosh soʻnadi doʻstlar  yerda hayot tugaydi oʻsimliklar hayvonlar nobut boʻladi.Yerda boshlangan hayot shu bilan tugaydi faqat olloh va uning farishtalari mangu va abadiy .Nima qilishimiz kerak lekin qilishimiz kerak. Shunday qilishimiz kerakki nafaqat Oʻzbekistonni balki butun dunyoni gullab yashnashiga oʻz hissamizni qoʻshishimiz kerak.
3339,Positive,Duo bilan ish bitmaydi. Uni qilish kerak. Yoki odamlarning koʻzi oxir zamon kelganda ochiladimi.Oxir zamon keladi . Quyosh soʻnadi doʻstlar  yerda hayot tugaydi oʻsimliklar hayvonlar nobut boʻladi.Yerda boshlangan hayot shu bilan tugaydi faqat olloh va uning farishtalari mangu va abadiy .Nima qilishimiz kerak lekin qilishimiz kerak. Shunday qilishimiz kerakki nafaqat Oʻzbekistonni balki butun dunyoni gullab yashnashiga oʻz hissamizni qoʻshishimiz kerak.
3340,Positive,duo qilinglar unga uylanay
3341,Negative,E axmoq ruslar senga bitta toshxam bermaydi. Biz faqat Allohdan najot soʼraymiz. Foydali qor va yomgʼirlar bersin
3342,Negative,E axmoq ruslar senga bitta toshxam bermaydi. Biz faqat Allohdan najot soʼraymiz. Foydali qor va yomgʼirlar bersin
3343,Negative,E billa bunday safsatalarni juda xam kup eshitganmiz lekin imkon yuq
3344,Negative,E billa bunday safsatalarni juda xam kup eshitganmiz lekin imkon yuq
3345,Negative,E bu lanati turklaram ozbeka ten kola olmaydi
3346,Negative,E dalbayoplare oxirigacha qo'y kinoni
3347,Negative,e gap yo yaxwi tarbiyali bolekan
3348,Negative,E gapyoq kozimga yosh keldi
3349,Negative,E mollar nima qilasan odamni sinab u bir inson bo‘lsa yo‘naltirib qo‘yishni o‘rniga sinaganmish. Tupirdimeee...
3350,Positive,E qoyil qolish kerak. Albatta zoʻr. Shunday boʻlishi hammamiz uchun foydali boʻlar edi
3351,Positive,E qoyil qolish kerak. Albatta zoʻr. Shunday boʻlishi hammamiz uchun foydali boʻlar edi
3352,Neutral,E Siroch qalesan ogayni
3353,Negative,E yonidagi ko'zoynak buzuq so'zlar gapirishga moyilliging kuchli ekana. Jaaa yoqimsiz bola ekansan
3354,Negative,ECHO da broker bolib ishlismi ?
3355,Neutral,Ee bormisilare aka Umid qilamanki tariflaganizdek bo'ladi
3356,Neutral,Ee bormisilare aka Umid qilamanki tariflaganizdek bo'ladi
3357,Positive,Ee juda ajoyib gapyoq
3358,Neutral,Eee boshdan do‘ppi tushmasdi qani do‘ppi
3359,Positive,Eee qoyile mazza qildim. Baribir ko‘p o‘qigan ko‘p narsani biladi. Raxmat sizga
3360,Positive,Eey karupsiyachilar eshitsin
3361,Positive,Eh Yahudiy va Islomga Prototype lar  40 yilil Dajjol hukumronligi uchun shuncha harkat  afsus. Sizlar Do'zoxdansizlar essiz  sizlarni u yerda ko'rishni istamas edim  lekin o'zingizga sabab qilayabsiz  kech bulmasdan  Iymonga qaytilar bu 40 yilikdan so'ng tugaydi  Alloh Iymon insof bersin.
3362,Negative,Ehh rahbarlarga tasir qilmaydi ularni qalbi olik. Bu ularga allohning jazosi
3363,Negative,Ehheee bu yerlarga kelishilarni maslahat bermayman deb qayerda nima sotishini va hamma joyini tanishtirib oʻtdizku gʻalatimasmi
3364,Negative,Ekilgan daraxtni mevasi
3365,Negative,Electron chekyaptyu ochkili bola daxxuya gapirp
3366,Positive,ELHAMDÜLİLLAH iyiki varsınız. ALLAH razı olsun.
3367,Positive,En ilginç en interesan dizi bü ben çok seviyirum bu aktori
3368,Positive,Endi ABDULHAMIDHON 2 haqidayam qiling oka
3369,Neutral,Endi bildingmi admin
3370,Positive,Endi buni tashviqot sifatida qabul qilish kerakmi. Turk rahbarlariga mehr uyg'otish...
3371,Positive,Endi hamma imfoprodyuser boladi
3372,Negative,Endi meni uydagilar Amerikaga jonatmaslikka qaror qildi bekor qildiz video qlip buyodi bunaqaligini blardim ee
3373,Positive,Endi onasi bolasini 2 3 marta chaqirgan bulsa uni nomozini buzush uchun shayton yuldan urish uchun onasidan foydalangan bulishi turgan gap bulsa kerak olloh xamamizni qalbimizni but qilsin
3374,Positive,Endi syib uxlanglar
3375,Negative,eng alam qiladigan joyi ishlap pulingni sorap ololmaslik .
3376,Negative,Eng eng mumi amal va yana amal kerak bo‘lib qoldi biz uchun bu Esa achinarli va bu sharmanda biz bu holatimiz Albatta Ertan javob berishlim bor.!
3377,Positive,Eng Eng Zori Zori Andijon mehon bolib KELILAR OSH BERAMAN
3378,Positive,Eng jaydari va tushunarli podkast zapusk boyicha eng kereli inson kelibti
3379,Positive,Eng sevdigim Farruk Sayipov bolalagimi hatirliyorum Hurmatim yüksektir 2  Ulugbek Kodirov cok severim sevgiler saygılarımla
3380,Negative,Eng xarom iflos joy va iflos odamlar aslida uzbda dolboyop
3381,Positive,Eng zo'r iqtiboslardan ekan  har biri oltinga teng  kanalga omad to'xtamelar
3382,Positive,Eng zor serial men uchun
3383,Positive,Èqmasa kormalaring buni sanat deydilar   senlarga qosa rasim chizishni ham taqiqlaysanlar  dunèda ohirgi orinda itni keyingi oègi bolib yuraverlaring
3384,Neutral,Er: Nmaga kech kelding 
3385,Positive,Erbakan qabrlari nurga tólsin
3386,Positive,Erbakanni ollox firdavs jannati bilan siylasin qilgan amallari uchun amiyn
3387,Positive,Erbokan turklar ustiga olloh yuborgan xaqiqiy nusrati va rahmati bo'lgan ekan. Dunyoda hech bo'lmasa 3 ta shunday g'ayratli musulmon sardor bo'lsa edi. Bugungi holimiz ancha yaxshi bo'lar edi. Omin shundaylar yana chiqsin
3388,Positive,Erdagon rol oynaydi nechqanaqa din uchun xizmat qilmaydi
3389,Positive,Erdog@anning umri uzoq bo'lsin
3390,Positive,Erdogʻon ham bor ekan
3391,Positive,Erdog'onii yonida yuradigan bir odamni xayotidan olingan deydi bu kinoni
3392,Positive,Erdug'an zo'r prizidentlardan nazarimda
3393,Negative,Erdugon Turkiyani botqoqga botirdi. Infilatsita oliy darajaga kòtarildi.
3394,Negative,Erini xor qildi ikki dunyosi kuydi
3395,Negative,Eron orqali yo'l ochsa bo'lmaydimi O'rta Osiyoga?
3396,Negative,Eron orqali yo'l ochsa bo'lmaydimi O'rta Osiyoga?
3397,Positive,Eshitib mazza qildim. Qanchadan qancha soliq turlari chiqmasin Alloh rizqimizni yetkazadi
3398,Neutral,Eshonqulov kerakmas chaqirmanglar
3399,Negative,Esimda yoʻq ekan
3400,Negative,Esiz
3401,Negative,Esiz joydami Kaspiy dengizi Orol dengizidan pastda joylashkanku
3402,Negative,Esiz joydami Kaspiy dengizi Orol dengizidan pastda joylashkanku
3403,Negative,Eski gandon ekanu bu
3404,Negative,Essiz
3405,Negative,Essiz
3406,Negative,Essiz bitta oila barbod bo‘ldi
3407,Negative,Essiz endi shunaqalarga shonmimiz
3408,Negative,Essiz essiz sanatimiz shu darajaga kelib qoldimi.
3409,Negative,Essiz shuncha kurashlarini orqalariga tuqqan ekan bularham
3410,Negative,Essiz Usmoniylar Davlati hozr qolganda Yahudiylar vawwe davlat tila ololmasdi
3411,Positive,Etibor beringga yaxshilarni yuzida nur bo‘ladi
3412,Neutral,Evet
3413,Negative,ex shu suv bo'lganda edi yomg'ir va qishdagi qor dan kamchliklar bo'lmas edi afsus
3414,Negative,ex shu suv bo'lganda edi yomg'ir va qishdagi qor dan kamchliklar bo'lmas edi afsus
3415,Negative,Ex uzim xaqimda bilmoqchi edim lekin hayotni qadrini tushinib oldim
3416,Negative,Ex xamon shunchalikka bordimi noyinsoplar.
3417,Positive,Exx Bu Ota turk deganlar Quģirchoq bulgan da u xam mayli Yevropa parast Dinsiz qilip quygan ekanda.kuzimga yow keldi Yawasin islom .Takbir Ollohu Akbar
3418,Positive,Ey farux senga nasixat brodar Sen atrofingdagilarga Nazar sol chunki qalampir bilan bulgor qalampirini bir joyga eksang  qalampir shirinroq bulg'or esa achchuroq bop qoladi . Alloh hidoyat bersin hammamizga
3419,Positive,Ey hudo kinodayam sharmanda karchilek hayitda ham yo Robom olamin
3420,Positive,Ey OLLOHIM DINGA HIZMAD KILUVCHI BANDALARIN KATORIGA KOSHKIN BIZNIHAM AMIN.Najmiddin Erbakandan OLLOH rozi bolsin oz rahmatiga olsin AMIN
3421,Positive,Ey ollohim maroq bilan tingladim xuddi mani hayotim aytganday bóldilar afsuski bizdayam shu holat qayn akam hech mol dunyodan yerdan tóymayapti olloh iymon insof bersin hozir er xotin musofirdamiz
3422,Negative,Eyhhe buncha xotin qulik qiladi bu boshqa erkak topdim dediku shu gapni o'zidayoq chavaqlab tashash kerak edi bu xotini
3423,Negative,Faqat bitta mavzu oʻylantirib qoʻydi Yoshlardan tashkil topgan koʻk borilar va serialdagi yoshlardan tashkil topgan IXT tashkiloti oʻylantirib oʻtdi baribir 
3424,Positive,Faqat kitob o'qish kerak demasdan amal qilish ham kerak o'qiganlarni
3425,Neutral,Faqat negirlami buerda
3426,Neutral,Faqat negirlarku
3427,Negative,Faqat odamlarni bir biriga yomon koʻrsatadi pravakatsya qlib toshkenlilani yomon korsatadi
3428,Positive,Faqat paxta emas mirzachoʻlni oʻzlashtirishga sarflangan
3429,Positive,Faqat paxta emas mirzachoʻlni oʻzlashtirishga sarflangan
3430,Negative,Faqat qora tanlilar oq tanli qizla ayollar yoq aqillilari uxlaydi
3431,Neutral,Faqat qoralarku
3432,Negative,faqat SUV beringlar desk SUV kelmaydi... biznes port kanali kemalar ..Rossiya manfaatdorligi bilan mintaqamizga SUV olib kelsak bo'ladi..
3433,Negative,faqat SUV beringlar desk SUV kelmaydi... biznes port kanali kemalar ..Rossiya manfaatdorligi bilan mintaqamizga SUV olib kelsak bo'ladi..
3434,Positive,Farbek salla kiying Alloh uchun
3435,Positive,farishtalar to'lib ketdi digan.
3436,Positive,Farosat...eng keraklisi agarki puling bulsayu farosat bn ishlatolmasang  ilming bulsayu farosat aql bn ishlatolmasang foydasi yuq.ilohim Olloh barcha muminlarga aql farosatni ziyoda qilib bersin...
3437,Positive,Farruh oka Assalomu alekum va rahmatulullohu va barakotuh sizga havas qilaman sizzi yo'lizdan yurish nasib qisin
3438,Positive,Farruh siz salafiymisiz yoki sunniymisiz
3439,Positive,Farrux Soipovni Allohim hidoyatda sobitqadam qilsin.yuzidan nur yog'ilib turibdi .mashalloh
3440,Positive,Faruh aka koʻproq efir qilib turing Alloh sizdan rozi busin
3441,Positive,Farux oka kupro kurinib turing oka iltimos
3442,Positive,Farzand ko'chada kelajagini o'zi yaratolaydimi
3443,Positive,Farzand ko'chada yurib  ko'ngli o'ksimaydimi?
3444,Positive,Farzand tarbiyasi 18 yosh loyhasi uchun zapusk
3445,Positive,Farzand yomon yo'lga kirib ketsa gunohi kimga yoziladi?
3446,Negative,Farzandga bunaka deb bolmaydi aslida owirvoriwgan cuda uyni oldida kilmaydi
3447,Negative,Faxsh bosib yotibdiku
3448,Negative,Faxshga botgan isqrtla
3449,Negative,Faxshga targʻibmi bu astagʻfirulloh
3450,Negative,Fayizi yoq shaharakan Allohni nazari tushmagan joy
3451,Positive,Fikrimizni inobatga olganingiz uchun rahmat!
3452,Positive,Fikringizga qoʻshilaman Malumot uchun katta rahmat
3453,Positive,Fikrlarishi sof  garaz xasadsiz gapirishi buyicha  agar ichki dunyosi dilidagini gapirgan bulsa xurmat qildim
3454,Positive,Filmda óta adekvatlik ko'p  tarixiy voqealarni ochib berishda xolis fikr bildirilmagan. Juda ko'p faktlar atayin aytilmagan. Insonlar fikrini chalg'itadi. Film asosan diniy yo'nalishda olingani sababli Turkiya tarixidan adolatli hikoya sifatida qabul qilib bo'lmaydi.
3455,Positive,Firavnni yonida turarkanda ota turk
3456,Negative,Fitna qimoqchi bu isqirt. Toshkentliklar (asl) bunaqa qilmaydi. Arzimagan y6lda b6ladigan xatolar tugul  bundan battar ishlagayam birovni ittan tarqagan dib xaqoratlamaydi
3457,Negative,foiz koʻpgina turk xalqi buni tan oladi xozirgacha keyin 4-kishi Al-Asala tashkilotini xam yoʻq qilishga erishdi
3458,Positive,Fotiha Surai Jalilani Tafsirdan o'qib bersang hato qilmasding  Ismoil Haqqi Bursaviy Rahmatulloh Alayh hazratlarini Ruhul Bayonlaridan qarab O'qib berganingda balki Salafiylik tushunchalardan qaytarmiding Allohni do'stlarini tarbiyasini inkor qilasanu ularni so'zlaridan gapirgvossan Allohni yaqin valiylarini Alloh bilan O'rtalaridada vasila bo'lgan Shayhlari yani Murshid Pirlari bo'lgan  Imom Rabboniydak Gavsul Azam Abdulqodir Giyloniydek Zodlaniham Allohga Vasila Bo'lgan Murshidlari Bo'lgan  san bularni Inkor qilasan chunki aqling Salafiy (Vahobiy)lik tushunchasi bilan Zaharlangan Alloh insof bersin Gapirganingdan ko'ra jim yursang Gunohing kamroq bo'lardi chunki Sani eshitayotgan sodda aqidani yahshi tushinmaydigan yoshlar zaharlanvotganini bilmayabti.
3459,Neutral,fotograf bo'lish garak akan 40.50 $ ko'p amasmi? 
3460,Negative,Foxisha vashe kopmii
3461,Negative,Foxishaxona qoluvdi kino bo‘lmagan xaromilar o‘zbekchilik qayga qoldi anigan miyanga s***y sanlani
3462,Negative,Foxshalarxam koʻp boʻlsa kerak 
3463,Positive,foydali
3464,Positive,Foydali suhbat bo'libdi
3465,Positive,Foydali video raxmat barchaga
3466,Positive,Foydali video uchun katta rahmat sizlarga!!!
3467,Negative,Foydasi yoq davno topib olgan soska bu
3468,Neutral,Free Palastine
3469,Positive,Fusofirdagi yurdoshlarimizdi. O'z panohingizda asrang ollohim omin eson omon uylariga oila azolarini yoniga kelishsinlar
3470,Neutral,Futbolkezi Echo Brokerage ga qanaqa aloqasi bor)
3471,Negative,G‘alatimasmi
3472,Negative,Gʻalati emasmini yuzini koʻrib zzzzz boʻlib ketdi odam vaqtinchalik koʻrinmay tursa boʻlardi
3473,Negative,G'alati Mirzoku.
3474,Negative,Galatimasmi
3475,Neutral,Gameclublarniyam korsatin bro
3476,Negative,Gandon ozlarin koti koʻplab aeibor toshkentlila hicham bunda bomidi
3477,Positive,Gap bo"llishi munkin emas zo"r
3478,Positive,Gap bo'lishi mumkun mas  bu dunyoyu u dunyo saodatini ko'ring omin
3479,Positive,Gap Oka zor ishlapsizlar
3480,Positive,Gap yo
3481,Positive,Gap yo
3482,Positive,Gap yo
3483,Positive,Gap yo lekin. Man qiziqqan mavzu
3484,Positive,Gap yo mazza qildu brat
3485,Positive,Gap yo zor
3486,Positive,Gap yo'!
3487,Positive,Gap yo‘q
3488,Positive,Gap yo‘q aka rahmat
3489,Positive,gap yo‘q lekin brat
3490,Positive,Gap yo‘q.Bunaqa padkastni ko‘rmaganman oldin. Davron aka Ravshan aka silagayam adushi rahmat.Faqat 1 ta tomoni sal kamro bo‘libdi
3491,Positive,gap yoda
3492,Positive,Gap yoo zoʻr dolzarb mavzular kotaryapszlar
3493,Positive,Gap yoo zoʻr dolzarb mavzular kotaryapszlar
3494,Positive,Gap yooo
3495,Positive,Gap yoooo
3496,Positive,Gap yoq
3497,Positive,Gap yoq
3498,Positive,Gap yo'q
3499,Positive,Gap yoʻq
3500,Positive,Gap yoʻq  ishlarga omad
3501,Positive,Gap yoʻq  ishlarga omad
3502,Positive,Gap yoq aka ewitib mazza qildim
3503,Positive,Gap yoq bollar omad ishlarizga
3504,Positive,GAP YOQ BRAVO
3505,Positive,Gap yoq filimga
3506,Positive,Gap yoʻq hardoimgidek zõr 
3507,Positive,Gap yoq jamaoga
3508,Positive,Gap yoʻq judayam zoʻr
3509,Positive,Gap yoʻq lekin mening koʻzlarimdan yosh shoshqator boʻlib ketdi
3510,Positive,Gap yoʻq lekin sizga
3511,Positive,Gap yo'q omad
3512,Positive,Gap yoʻq omad
3513,Positive,Gap yoq osha shaytonlarni ichida ham Dinimiz va qadriyatlarimini unutmaganiz uchun respect
3514,Positive,Gap yoʻq rolik zoʻr chiqibdi olloxim ishlarizga baraka bersin.Iloji boʻlsa yanayam koʻpatiringla.
3515,Positive,Gap yoq serial oskor bop
3516,Positive,Gap yoq silaga gazini bosingla zur
3517,Positive,Gap yo'q xolisona va ajoyib yondashuv yigitlar muhimi to'g'ri yo'ldan silarni Alloh adashtirmasin omadilarni bersin
3518,Positive,Gap yoq zor
3519,Positive,Gap yoq zòr
3520,Positive,Gap yo'q zo'r chiqibdi
3521,Positive,Gap yòq zòr chiqibdi
3522,Positive,Gap yoq! Real voqea!
3523,Positive,gap yoʻq.ishlarizga omad.
3524,Positive,Gap yu
3525,Positive,Gap yu aka yig'ladiz
3526,Positive,Gap yu oka ishizga omad
3527,Positive,Gap yuk yaxshi video kilibsizlar
3528,Positive,Gap yuq
3529,Positive,Gap yuq aka shunaqa videoladan kubro qiling
3530,Positive,Gap yuq alloh rozi bulsin
3531,Positive,Gap yuq bolar omad
3532,Positive,Gap yuq lekin kobalt tuwib qolibdi kameraga
3533,Positive,gap yuq lekin.
3534,Positive,Gap yuq omadlaringni bersin yana kuproq chiqarilar amerika xayotidan
3535,Positive,Gap yuuuu
3536,Positive,Gap.yuq.aka..omatlar tilayman
3537,Neutral,gapgʻ9 MP
3538,Neutral,gapgʻ9 MP
3539,Negative,Gaping gapinga yemayqolibdi
3540,Positive,Gapyo juda chiroyli
3541,Positive,Gapyoq qaytmas odam ekanla
3542,Positive,Gapyoʻq raxmat koʻrsatganilaga qiziqarli koʻrmagan odamga
3543,Negative,G'arb davlatlari rostdanam yovuz chunki
3544,Negative,G'arbparast ekansiz.
3545,Positive,Gay yoq ishizga omad
3546,Neutral,gaz olib kelishadiyu  shunga o'xshab suv olib kelsachi)
3547,Neutral,gaz olib kelishadiyu  shunga o'xshab suv olib kelsachi)
3548,Negative,Gaz yoki neft tortish uchun miliard dolar xarajot kerak bòlsa pul topiladi lekin yurtimizni kelajakda butunlay dunyo yuzidan qirilib ketishi xavfi boshlangan bòlsaham hech bir davlat pul tikmoqchi emas!!! Lekin tabiiy boyliklarimizni olib ketish uchun jon jaxti bilan harakat qilishyapti....
3549,Negative,Gaz yoki neft tortish uchun miliard dolar xarajot kerak bòlsa pul topiladi lekin yurtimizni kelajakda butunlay dunyo yuzidan qirilib ketishi xavfi boshlangan bòlsaham hech bir davlat pul tikmoqchi emas!!! Lekin tabiiy boyliklarimizni olib ketish uchun jon jaxti bilan harakat qilishyapti....
3550,Positive,Gazini bosilar omad Zor kantekt qvosla
3551,Positive,Gazni rasiyagacha olib borishayapdiyu suvni ham tortib olib kelaylik
3552,Positive,Gazni rasiyagacha olib borishayapdiyu suvni ham tortib olib kelaylik
3553,Negative,gemaroyi reklama qluchila endi video ovotimi 
3554,Negative,Gender Tenglik haq huquq balo battar.....hullas natija quydagicha....
3555,Positive,geografiya o'qituvchim ham aytgandi shuni
3556,Positive,geografiya o'qituvchim ham aytgandi shuni
3557,Neutral,Ggta uyindagidek haqiqatdan ham
3558,Negative,Gidro elektr stansiyalarni yo'qotish kk suvni o'z yo'liga qo'yib berish kk
3559,Negative,Gidro elektr stansiyalarni yo'qotish kk suvni o'z yo'liga qo'yib berish kk
3560,Positive,Gʻij gʻij maʼno toʻla filmlaring uchun otalaring ming "rahmat" qaynona qaynotalarimizni ayniqsa bolalarimizni oldida mazza qilib tomosha qilyapmiz.
3561,Neutral,Gitlardan hikmatli so'zlar bormi Kanal admini
3562,Negative,G'iybatchilar xormanglar! O'zlaringni hollaringga qarasalaringchi bir  boshqalarni chaynamasdan kammentariyalarda
3563,Neutral,Gladio realniy
3564,Positive,Go
3565,Positive,Go
3566,Positive,Go
3567,Positive,Go
3568,Positive,G'ofur G'ulomnig Yodgor kitobida eski nashr. Hikoyalar bo'limida bor Hasan kayfiy. O'shani topib o'qinglar juda zo'r yozilgan.
3569,Positive,Good
3570,Positive,Good
3571,Positive,Good job bro 
3572,Positive,Good job bro 
3573,Positive,Good job guys 1:14
3574,Positive,Good job guys 1:14
3575,Positive,Good recomendation
3576,Positive,Gop yooo
3577,Negative,Gop yoq bollar. Musofirda extiyot bõlinglar. Video un katta kon raxmat. Amerikani Tungi xayoti shaytonlar bn tõlla Astag'firullox...
3578,Negative,Goz bn chiltorni qaytarsak kn yaxshi boladi
3579,Negative,Goz bn chiltorni qaytarsak kn yaxshi boladi
3580,Positive,Go'zal sabr iymon halollik va hech qachon taslim bo'lmasli kk
3581,Positive,Greatt
3582,Positive,Green carta bilan borganmisila?
3583,Neutral,Gta 5 onlayn 
3584,Neutral,Gta 5 real hayotda
3585,Neutral,Gta 6 ni riyalni koʻrganday boʻlar ekansan odam
3586,Neutral,Gta ni korgende. Boldm oka 
3587,Neutral,GTA ni real ko'rinishi))
3588,Neutral,Gunoh o'gay onaga yoziladimi yoki otamga.
3589,Neutral,Ha
3590,Neutral,Ha
3591,Neutral,Ha
3592,Positive,Ha ...orol tolib qolsa yaxshi bolardi
3593,Positive,Ha ...orol tolib qolsa yaxshi bolardi
3594,Positive,Ha ajoyib
3595,Positive,Ha bolgan abdullox chatli bolgan chaqirham bolgan
3596,Positive,Ha bo'lgan albatta
3597,Neutral,Ha bu bolalar oddiy gapdan pul topadi qoyil !
3598,Positive,Ha inshaloh to'ladi
3599,Positive,Ha inshaloh to'ladi
3600,Positive,Ha korganman hozirham koryapman 500 ta seriyasini har yili birmarta korib qoyaman zor ishlagan
3601,Neutral,Ha kurganmiz Kinoni
3602,Neutral,Ha ohirigacha kurganman..
3603,Neutral,Ha rosdan boʻganmi bilmadimu endi boʻladi
3604,Negative,Ha rosiyyadan tortib kelish kerag agar oʻsha kasallig avj olib ketmasa toʻldirish kere
3605,Negative,Ha rosiyyadan tortib kelish kerag agar oʻsha kasallig avj olib ketmasa toʻldirish kere
3606,Negative,Ha sani maʼrirlanga. Narsngni erta turmushga chiqganmudh
3607,Negative,Ha yer yuzidagi do'zzax ekanda
3608,Negative,Habashla ko‘p ekan slishkom 
3609,Neutral,Habibullayev Juma-Niyoz ответил
3610,Negative,hafa bumangu shu ayol menga yoqmaydi bowqa nargi qiz bilan oling ruliklani
3611,Positive,️Hakan Fidan (hozirgi tashqi ishlar vaziri) Bir qarab ko’rilar boshqa ma’lumotlarni ham.
3612,Neutral,Hakan Fidan haqida malumot to'plang Shu odam Po'lat Alemdar bo'lishi mumkin
3613,Neutral,hakan fidan kim
3614,Positive,Hali butun dunyoga chiqadi Insha Allah
3615,Positive,Hali butun dunyoga chiqadi Insha Allah
3616,Positive,Hali ko'rmadim ko'zimga yosh keldi.
3617,Positive,Hali ko'rmadim ko'zimga yosh keldi.
3618,Negative,Haligi ikta sherik shayton bilan farishta ni ro'lini o'ynaptida
3619,Positive,Ham fikr ekanmiz manam shimoldan suv tortib kelish kerak dgan fikrdaman. Bu qoraqalpog’ xalqiga juda zarur shu mavzuda oxir tasir qigan narsa qalampir.uzda oqigandm unda shunday deyilgan edi ‘orol dengizi tolishi uchun 500kishi namoz o’qidi
3620,Positive,Ham fikr ekanmiz manam shimoldan suv tortib kelish kerak dgan fikrdaman. Bu qoraqalpog’ xalqiga juda zarur shu mavzuda oxir tasir qigan narsa qalampir.uzda oqigandm unda shunday deyilgan edi ‘orol dengizi tolishi uchun 500kishi namoz o’qidi
3621,Positive,Hama sz day ishlarni kilsin omin
3622,Negative,HAMAWI ZOR BOLDI .LEKIN YO PREY DEGAN JOYI EMADI
3623,Positive,Hamma aqilli
3624,Negative,Hamma bolasini ko'chaga haydasa yurtimiz kelajagi nima bo'ladi?
3625,Negative,Hamma joyni rasvo qilyapti
3626,Negative,Hamma maʼlumotni notoʻgʻri talqin qilib ketizga tiqibsiz videoni
3627,Negative,Hamma narsa odamni uziga bogliq qupol bulsa ochib tursa ham qimedi qimemen degani
3628,Negative,Hamma qoralaku 
3629,Negative,Hamma xolaganicha kayifini qilarkande
3630,Negative,hamma yoq negrku
